,,,,,,,,,,,,,,,,,,,,,
"Selective
Review","A selective review of the
research into cognitive-
behavioral therapy and
relapse prevention in
correctional treatment.",,,,"within correctional settings. Furthermore, it has
been shown to be effective for working with
difficulties identified as dynamic, criminogenic
needs; for example, self-regulation.” (209)
“The potential utility of mindfulness-based
interventions within the correctional system is
increasing as empirical support for mindfulness
therapy continues to grow. Furthermore, as the
rates of mental health diagnoses within the
correctional population continues to grow, the
significance of mindfulness-based programs in
working with individuals with a wide range of
chronic difficulties often seen in correctional
populations cannot be ignored.” (209)
“It is proposed that mindfulness training may exert
its influence by reducing experiential avoidance of
negative affectivity and distress, an experience
common to high-risk situations. Furthermore, as it
has been shown to improve self-regulation skills, a
common criminogenic need targeted in many
CBT/RP treatment programs, it is suggested that
mindfulness meditation may play a role in
reducing recidivism.” (210)",,,,,,,,,,,,,,,,
,Table 7B: An Overview of Prison-Based CBT Programs for Mental and Behavioral Disorders Evaluation Research,,,,,,,,,,,,,,,,,,,,
,(2000-2022),,,,,,,,,,,,,,,,,,,,
Author(s),Author(s),,Program Under Review,,,Research Design &,,,Quality Ranking:,,Key Findings,Key Findings,,,,,,,,,
,,,(Jurisdiction),,,Sample Size,,,Low (1) – High (5),,,,,,,,,,,,
"1) Brazão et al.
(2018)",,"Study tests the efficacy of the
Growing Pro-Social (GPS)
Program. It “tested the
program’s ability to increase,
on one hand, cognitive
reappraisal (adaptive
emotion regulation strategy)
and, on the other hand,
decrease expressive
suppression
(maladaptive emotion
regulation strategy) over
time. It was also assessed if
the GPS was capable of
reducing disciplinary
infractions committed by
inmates over time.” (57)
(9 Prisons in Portugal)",,,"An independent
randomized controlled
trial with blind
assessments,
Participants were
randomized to the
GPS treatment (n =
121) or the control
group (n = 133).",,,"5 - A well-designed RCT
with sufficient samples.
“The GPS’s structure
follows a progressive
strategy of change, which
begins by: (a) increasing
knowledge about the
nature and ambiguities of
human communication,
(b) changing maladaptive
behavioral patterns in
specific interpersonal
contexts, (c) learning
about cognitive
distortions and
counteracting their
influence in the
attribution of meaning to
events, (d) experiencing
and understanding the
function and meaning of
emotions and their
influence on human
behavior, and (e) learning
about early maladaptive
schemas and fighting
against their influence on
thoughts, emotions and
behaviors. This gradual
strategy of change
requires the program to",,,"Results demonstrated improvements in the
treatment group as measured by change over time
observed in all outcome measures. “Concerning
emotion regulation, and for cognitive reappraisal,
while the treatment group showed a significant
increase, controls presented a decrease over time. A
different tendency was observed for expressive
suppression, that is, while the treatment group
presented a significant decrease, the control group
showed no change over time. These results support
the assumption that GPS is capable of promoting
emotion regulation, which is one of the program’s
main goals.” (66)
“Concerning behavior regulation, results showed
that the number of disciplinary infractions and the
number of days in punishment significantly
decreased over time in the treatment group. In turn,
the control group showed no change or a worsening
in those same variables over time. These results
pointed out the GPS’s ability to reduce, not only
disciplinary infractions committed by inmates,
but also the number of days inmates were in
punishment. Therefore, GPS achieved the ultimate
goal of any intervention program: changing actual
behavior. Further, these outcomes were directly
observable and quantifiable, thus not relying on
self-report measurement methods.” (67)",,,,,,,,,,
,,,"be delivered in a
predefined sequence of
five modules (preceded
by an initial session for
the presentation of the
program): (a) human
communication, (b)
interpersonal
relationships, (d)
cognitive distortions, (d)
function and meaning of
emotions, and (e) early
maladaptive schemas GPS
ends with a final session,
and follow-up sessions
can be carried out
afterward” (60).
“The treatment group
attended the GPS
program for about
12 months, in addition to
the treatment as usual
(TAU) delivered at
Portuguese prisons:
supervision of school
frequency, occupational
and job-related tasks,
sentence planning
supervision over time,
and counseling by a
psychologist in a regular
basis (once per
week). Participants in the
control group received
TAU and did not
attend the GPS program
or any other kind of",,,,,,,,,,,,,,,,,,
,,,"structured
intervention during the
research period” (61).",,,,,,,,,,,,,,,,,,
"2) Hogan et al.
(2012)","Evaluation of an involuntary
cognitive program (CHANGE)
for its impact on prison
violence and other official
misconduct.
(Male Prison in a Midwestern
U.S. state)","Randomized Control
Trial. A total of 213
incarcerated
individuals (122
CHANGE, and 91
control group) were
included in the study.
“Random assignment
was based on whether
the inmate
registration number
was odd or even; even
numbers went to the
CHANGE group and
odd numbers were the
reserve group. Each
group was housed
separately, away from
each other and
general population.
Inmates refusing to
participate in CHANGE
were segregated in a
separate block until
compliance was
obtained.” (378-9)","5 - Overall, a well-
designed RCT. “The
inmates in this study
were all identified by the
prison administration as
being eligible for
participation in the
CHANGE program. Those
in the CHANGE program
received the involuntary
Phase I. The outcome
criteria were the number
of misconduct reports (in
the areas of disobeying a
direct order, insolence,
violent, nonviolent, and
total number of
misconduct reports) 3
and 6 months after the
end of Phase I. The
independent variable was
whether the inmate had
participated in the
CHANGE program or not.”
(380)","“Overall, the results suggest that the CHANGE
program had no statistically significant impact on
reducing the number of misconduct reports among
the inmates who participated in the program as
compared to the inmates who did not participate in
the program. The CHANGE program participants did,
however, show a statistically significant reduction in
violent misconducts after 6 months.” (382)
“Phase I was designed to introduce the inmates to
different skill sets needed for changing their current
cognitive thinking processes. The length of this
phase optimally was 8 weeks, but many of the
inmates received all the lessons in a shorter time
period. it could be argued that 2 months was not
enough time for the material to ""sink in"" and to be
internalized into daily practice. Despite the possible
dissipation effect, it may take longer for the inmates
to grasp how to apply the material in their prison
surroundings.” (382)",,,,,,,,,,,,,,,,,
"3)
Khodayarifard
et al. (2010)","This study investigates
individual and group
cognitive-behavioral
interventions in decreasing
psychological symptoms and
enhancing the psychological
status of incarcerated males.","“Study follows a
pretest-posttest
experimental design
involving a control
group. The
participants were
selected through","5 - “The sample, finalized
after negotiations with
prison officials, included
6% (N= 180) of the
inmates, allocated in
three groups of 60
participants each; one of","“The results of applying the individual and group
(combined) cognitive-behavioral intervention
showed improvement in the psychological well-
being of the prisoners. The intervention succeeded
in reducing symptoms (e.g., depression, anxiety,
hostility, and paranoia) in the combined therapy
group.” (751)",,,,,,,,,,,,,,,,,
,(Iranian Prison),"systematic random
sampling from 2,811
male offenders who
had to spend at least
another 6 months in
prison when the study
started, and whose
minimum level of
education was ninth
grade. The rationale
for using these two
criteria was to have
enough time for
implementing the
intervention program
and to make sure the
participants were able
to understand the
questions and the
program content used
in the study” (745-6).","every three participants
was assigned randomly to
each group. The first
group took part, on
average, in 8 1-hr weekly
individual psychotherapy
sessions that used
cognitive-behavioral
techniques (individual
therapy group). The
second group took part in
16 2-hr weekly group
therapy sessions in
subgroups of 15. The
participants in the second
group simultaneously
attended 8 1-hr individual
psychotherapy sessions
held once a week
(combined therapy
group). The third group
consisted of inmates who
were placed on a waiting
list for individual
counseling (control
group). By the time the
interventions concluded,
48 of the participants in
the individual therapy
group and 46 in the
combined therapy group
had attended a minimum
of 12 sessions of
intervention. In the
control group, 40
participants took part in
the posttest.” (746)","“Recidivism rates were analyzed for inmates who
were released following intervention (n = 96). The
means of release duration for individual, combined,
and control groups were 11.8, 12.3, and 12.3
months, respectively. No recidivism was observed in
the individual and combined treatment groups in
any of the prisons in the country, whereas
approximately 15% of the participants in the control
group returned to prison.” (750)",,,,,,,,,,,,,,,,,
"4) LaPlant et al.
(2021)","Study “evaluates whether
participation in the Thinking
for a Change (TFAC) cognitive
behavioral program produces
improvement in social
problem-solving skills in a
prison context” (832).
(Ohio Prisons of varying
security levels)","Randomized Control
Trial. “Of the 112
participants enrolled
in the study, 22 were
from High-security
Facility One (11
traditional, 11 video
conference class), 24
in the second (12
traditional, 12 video
conference), and 66
were enrolled in the
medium/low-security
facility (33 traditional,
33 inmate co-
facilitated). The
sample is
approximately evenly
split between
modified delivery
modes and traditional
classroom delivery
(53.57%). About
20.53% of the sample
was enrolled in
the video conference
class, and 30.83%
were enrolled in the
inmate co-facilitated
class. Participants, on
average, attended
about 58% of classes
(14.48 of 25 total),
indicating moderate,
but typical,
engagement in the
course. On average,
about 53% of the","5 - RCT with pretesting to
ensure balanced group
assignment. “Upon
consenting to participate,
each client was pre-
tested on a reliable and
valid interviewer
administered instrument
that assesses how an
individual approaches
day-to-day problems.
Some clients, for
instance, may think
through potential
responses and weigh the
costs and benefits of
different alternatives,
whereas others may be
more likely to act
impulsively. After
completion of
recruitment and pre-
testing, the clients were
randomly assigned into a
treatment or control
(traditional classroom)
group within each trial
using a stratified
randomization procedure
to ensure balanced group
assignment. Consistent
with the initial goal of
studying misbehavior
post-program but prior to
release, the
randomization procedure
sought to balance groups,
such that clients with","“[T]he evidence indicates that video conferencing
and inmate co-facilitation produce statistically
equivalent results when compared to traditionally
run classes. This finding has important implications
and suggests that agencies should continue to study
and experiment with modified formats of TFAC and
CBT more generally, albeit cautiously. As well, the
findings are potentially more relevant in the context
of a pandemic and the ensuing recovery efforts,
which are likely to prioritize social distancing
measures and will require program modifications
going forward. Supporting the efficacy of the
treatment, we find that prosocial changes in
problem solving do occur during the TFAC program.
However, the evidence suggests
those improvements are not conferred by program
completion. Rather, improvements appear to accrue
with an increase in program dosage. Put differently,
the results suggest that some participants benefited
significantly from attending several classes
irrespective of whether they completed the course,
and that some clients completed the course
but apparently benefited less.” (852)",,,,,,,,,,,,,,,,,
,,"sample completed
the program.” (842,
845)","serious rule violations
were not over-
represented in the
treatment or control
group.” (852)",,,,,,,,,,,,,,,,,,
"5) Pratt et al.
(2015)","Larger-scale evaluation of
cognitive behavior suicide
prevention (CBSP) therapy to
high-risk prisoners
to reduce the likelihood of
self-inflicted deaths.
(Prison in Northwest
England)","“A pilot randomized
controlled trial of
CBSP in addition to
treatment as usual
(CBSP; n = 31)
compared with
treatment as usual
(TAU; n = 31). The
primary outcome was
self-injurious behavior
occurring within the
past 6 months.
Secondary outcomes
were dimensions of
suicidal ideation,
psychiatric
symptomatology,
personality
dysfunction and
psychological
determinants of
suicide, including
depression and
hopelessness” (3441).","5 - RCT: The study was a
single blind (rater)
randomized controlled
pilot trial. The study
sample was recruited
from a closed institution
with capacity to house
approximately 1,200 male
prisoners.
Inclusion criteria were
male prisoners aged over
18 years, who had been
identified within HM
Prison Service’s
Assessment, Care in
Custody and Teamwork
(ACCT) (Ministry of
Justice, 2013) system as
being at risk of suicidal
behavior within the past
month. After agreement
to be contacted,
prisoners expressing an
interest in the study were
then invited to an initial
research interview to
confirm eligibility. This
process of identifying
potential participants was
conducted independently
of the research team.","“Results indicated that delivering CBSP within a
prison setting is feasible, with the majority of
patients commencing therapy and choosing to
complete the program. The CBSP therapy was found
to be associated with improvements on measures
relating to the primary outcome of self-injurious
behavior (SIB), as well as measures of psychiatric
symptomatology, but this did not generalize to
other established psychological correlates of
suicide.” (3447)
While the results are based on one pilot study, they
may be “seen as sufficiently encouraging to warrant
further investigation of the efficacy of the CBSP
intervention.” (3447)",,,,,,,,,,,,,,,,,
,,,"Subsequent assessments
were completed with a
research assistant,
independently of trial
therapists, at 4 months
(post-treatment) and 6
months (follow-up) after
the baseline
assessment. (3442)",,,,,,,,,,,,,,,,,,
"6) Sacks et al.
(2012)","Study comparing
incarcerated females with
substance use disorders in a
prison therapeutic
community program with
those in a cognitive-
behavioral intervention.
(258)
(Denver, Colorado Prison)","“A prospective,
longitudinal, repeated-
measures study with
randomization was
conducted between
January 2002 and
January 2006. Inmates
identified by the
Colorado Department
of Corrections as
needing treatment for
substance abuse who
consented to
participate in the
study were assigned to
either the
experimental group,
the Challenge to
Change therapeutic
community program
(n = 235), or the
control group, a
cognitive behavioral
intervention, intensive
outpatient program (n
= 192). The groups
were unequal due to
changes in the
randomization","5 - Well-designed RCT
within a secure facility
setting. “The Challenge
to Change therapeutic
community women’s
program was located in a
separate residential
building where
therapeutic community
program activities were
provided 4 hours per day
5 days per week during a
planned 6-month tenure”
(260).
“Women in both
treatment groups had
access to facility-wide
services for mental health
(i.e., psychiatric
assessment, medication,
individual counseling),
education (i.e., GED and
adult basic education
classes), health care (i.e.,
medical and dental
treatment), vocational
training (i.e., computer
skills, carpentry,","The authors state “women in the prison system
benefitted from both the therapeutic community
treatment program and the cognitive behavioral
intervention, with the trajectory of gains differing
within specific domains over short- and long-term
follow-up. The therapeutic community provided a
comprehensive model of substance abuse
treatment that integrated gender-specific
approaches and practices (e.g., positive coping
strategies for distress) that, given the strong
evidence of co-occurring mental health and trauma
needs of incarcerated women, appears to be more
effective than the standard correctional cognitive-
behavioral substance abuse treatment at improving
reincarceration rates, lengthening time in the
community before reincarceration and improving
behavioral and emotional outcomes for the women
in the 6 months after prison release.” (266)
“Furthermore, analyses of time to reincarceration,
for those women who were reincarcerated,
demonstrated that women treated in the
therapeutic community were able to remain in the
community longer than those in the control group,
which translates into cost savings for the
correctional system and into a longer period of
stability at home in the community.” (266)",,,,,,,,,,,,,,,,,
,,"procedure from 50/50
to 60/40 for the
experimental and
control group,
respectively, to
accommodate
differences in the
number of treatment
slots available in each
group. A combined
Colorado Department
of Corrections and
National Development
& Research Institutes,
Inc., research study
steering committee
was created to
maintain the integrity
of the random
assignment process”
(259).","cosmetology, culinary
arts), and community
reintegration” (260).",,,,,,,,,,,,,,,,,,
"7) Umbach et
al.
(2018)","Primary study aim was to test
whether incarceration
negatively affects aspects of
cognitive functioning such as:
emotion regulation, cognitive
control, and emotion
recognition.
As a secondary aim was to
test protective effects of a
cognitive behavioral therapy/
mindfulness training
(CBT/MT) intervention.
(Rikers Island, New York)","As part of a larger
study, 268 sentenced
or detained male
youths were recruited
between August 2009
and December 2010.
Youth were invited to
participate if they (a)
had at least 6 weeks
remaining on their
sentence or estimated
length of stay, (b)
could complete an
interview in English,
and (c) were between
the ages of 16 to 18
years. Youth at Rikers","5 - RCT: Out of the
original 268 youths
recruited, 197
participants completed
both waves of data
collection. Of the
participants with
complete data, 88
participants were
enrolled into the control
group and 109
participants were
enrolled into the
experimental CBT/MT
group. The groups did
not differ in race, percent
reporting violent or","Regarding the secondary aim of the study of
whether CBT/MT would have protective effects
against any cognitive decline, the evidence was
weak and while “interaction coefficients for
cognitive control and emotion regulation did not
reach the traditional significance threshold of p <
.05, they are suggestive of the potential of CBT/MT
interventions in buffering against some of these
effects.” (48)
Though “these results do not provide enough
evidence to unilaterally support protective effects of
mindfulness” results do “suggest some degree of
buffering against cognitive decline in the CBT/MT
group compared with the significant decline in the
control group.” (49)",,,,,,,,,,,,,,,,,
,,"are assigned to one of
two buildings
depending on their
status (sentenced vs.
awaiting trial), which
consist of multiple
dormitories.
Dormitories from both
buildings and the
participants within
were assigned
randomly to receive
either a CBT/MT
intervention or an
active control
intervention (38).","nonviolent crime, number
of days in Rikers at base
line, or self-reported age
of onset of offending.",,,,,,,,,,,,,,,,,,
"8) *Wolf et al.
(2015)","Seeking Safety program
“A controlled trial of Seeking
Safety (SS) and Male-Trauma
Recovery Empowerment
Model (MTREM) examined
implementation and
effectiveness of integrated
group therapy for comorbid
post-traumatic stress
disorder (PTSD) and
substance use disorder (SUD)
on PTSD and mental health
symptoms plus self-esteem.”
(66)
(High Security Pennsylvania
Prison)","Randomized Control
Trial:
Participants “were
assigned randomly to
either random
assignment (n = 142)
or preference
assignment (n = 88) to
receive SS or MTREM,
with a waitlist group
of (n = 93).
Manualized
interventions were
group-administered
for 14-weeks. The
waitlist design controls
for threats to internal
validity; the waitlist
group includes
subjects who were
eligible for treatment","5 - Overall a well-
designed RCT. “There
were no significant
differences in the age,
years incarcerated, and
veteran status
characteristics between
the eligible and declined
participation groups,
although the eligible
group, compared to the
decliner group, was more
likely to include African
Americans (52% vs. 36%,
p < 0.05) and violent
offenders (56% vs. 43%, p
< 0.05), and less likely to
include drug offenders
(14% vs. 25%, p < 0.05)
and without a high school
or GED (18% vs. 28%, p <
0.05). Those who","As one of the first studies to implement and test a
group cognitive–behavioral integrated treatment for
PTSD and addiction problems in a male prison
population, the feasibility evidence is strong. “Study
results modestly support the effectiveness of SS and
M-TREM for incarcerated males. In terms of
absolute effectiveness (waitlist comparison),
participants receiving integrated treatment (SS or
M-TREM) showed statistically and clinically
significant improvement in PTSD symptom severity
over time, although the difference in improvements
was not statistically significant compared to the
waitlist group (controlling for baseline differences)
and the effect size was small. When treatment was
disaggregated by intervention type, the effect of M-
TREM on PTSD severity was double that found for SS
(regression coefficient −8.36 vs. −3.87) and
significantly different from the waitlist group. SS was
found to outperform no treatment on three
outcomes: mental health symptoms, self-esteem,
and proactive coping.” (78)",,,,,,,,,,,,,,,,,
,,"assignment but
participated only in
study assessments for
the 3 months, while
the treatment group is
assigned to a 3-month
intervention (SS or M-
TREM). The
comparison group trial
uses random and
preference assignment
to SS and M-TREM to
test for measurable
differences in primary
and secondary
outcomes post-
intervention and at 3-
and 6-month follow-
up. Intent-to-treat and
completer analyses
are conducted, as well
as analyses that
controlled for the
nesting of data within
individuals and
interventions.” (72)","declined mentioned
several reasons for not
participating including
not being ready to
address trauma issues,
not needing treatment,
expecting to be released
or transferred, or
scheduling conflicts with
other required programs”
(72).",,,,,,,,,,,,,,,,,,
"9) Brazão et al.
(2015a)","Pilot randomized trial that
assessed the efficacy of a
cognitive–behavioral
program in reducing
cognitive distortions and
schemas in incarcerated
individuals.
Participants were males
between 19 and 40 years old.
(3 Portuguese Prisons)","Randomized control
trial. The initial
selection of subjects
followed a set of
“exclusion criteria: (1)
presence of cognitive
disabilities (given that
this kind of
intervention is not
suitable for the
cognitively-impaired)
or psychotic","4 - Pilot study with
random assignment to
treatment and control
groups. Relatively small
subgroup n’s. “A sample
of 56 inmates were
randomly assigned to
treatment and control
groups. Treatment
subjects attended GPS’s
40 sessions for 12
months, while the","“At post-treatment, significant differences were
found between groups on the maladaptive cognitive
processes and on the majority of the specific core
beliefs underlying antisocial behavior, with
treatment subjects presenting lower scores than
control subjects. When looking at within group
comparisons, results suggested that these between
group differences after GPS completion may result
not only from the improvement achieved by
treatment subjects, but also from the deterioration
observed in controls in the majority of the studied
variables. Results in the subjects that completed",,,,,,,,,,,,,,,,,
,,"symptoms
(experiential strategies
used in GPS are
contraindicated for
psychotic patients); (2)
being treated for drug
abuse/dependence
(cessation or at least
substantial reduction
of drug or alcohol use
must precede any
attempt to attend GPS
sessions); (3) being
sentenced exclusively
for sexual offenses
(sex offenders would
benefit from more
specific intervention
programs); and (4)
remaining in prison for
at least 12 months
(GPS’s length), since
the beginning of the
program.” (580)","controls did not
participate in any kind of
program” (580).","GPS may suggest that this program can be effective
in buffering this tendency to worsen over time.”
(583)
“Findings offer preliminary evidence of the GPS’s
efficacy in achieving change at a cognitive level in
antisocial individuals, when looking at dysfunctional
cognitive processes and/or at underlying core
beliefs. If this cognitive malfunctioning can be seen
as a correlate of emotional and behavioral
regulation problem), then core schemas should be
selected as targets for change, and programs should
include cognitive change at this level and not only
on cognitive distortions.” (586)",,,,,,,,,,,,,,,,,
"10) Brazão et al.
(2015b)","Study assessed the efficacy of
a structured cognitive
behavioral group program,
Growing Pro-Social (GPS), in
reducing anger, paranoia,
and external shame in
incarcerated males.
Participants were all
incarcerated individuals
between the ages of 19 and
40.","Randomized control
trial.
NOTE: Sample appears
to be the same used in
Brazão et al. (2015a).","4 - NOTE: Methods same
as in Brazão (2015a).","“Post-treatment scores in the studied variables
showed significant differences between groups,
with treatment subjects presenting a significant
reduction in anger-trait (including the temperament
and reaction subscales) and paranoia. Differences
between groups for anger-state and external shame
did not reach statistical significance, but inmates
who attended the GPS sessions presented lower
scores in these variables at post-treatment, when
compared to controls.” (230)
“These findings raise important questions about the
impact of incarceration on inmates’ psychological",,,,,,,,,,,,,,,,,
,( Portuguese Prisons),,,"correlates of antisocial behavior. The worrisome
deterioration observed in controls over a 1-year
period in variables such as anger, shame, and
paranoia, raises the question of whether traditional
prison practices work towards rehabilitation or may
be bolstering psychological and emotional processes
related to maladaptive behavior.” (230)",,,,,,,,,,,,,,,,,
"11) Hutchinson
et al. (2017)","Multi-site controlled trial of
Anger Management training
in Caribbean prisons. It was
conducted in 2012–2015
across four correctional
facilities. (2)
(Trinidad Prisons)","Randomized Control
Trial. Participants
were recruited from
among incarcerated
individuals in four
prisons in Trinidad: a
(male) maximum
security prison, male
and female general
prisons, and a (male)
young offenders
institution.
A total of 85 potential
participants were
randomly allocated to
one of the two
conditions (control 26;
intervention 59) and
completed some or all
of the baseline
assessments. Of these,
15 completed
outcome assessments
at Time 1 but not Time
2, 11 were tested at
Time 2 but not Time 1,
and 2 completed only
baseline assessments
but not Time 1 or Time
2 outcome measures.","4 - RCT design, with
variation noted in group
sizes and potentially
muted effect sizes due to
relatively small
sample/subgroup sizes.","Results suggest that anger management
interventions can be effective at reducing anger
assessed on a range of measures.
“[A] general reduction of both experience and
expression of anger was observed in participants
within the intervention group. These participants
also reported significant improvements in their
anger coping skills by the end of the intervention,
and the correlations between improvement in
coping and decreases in anger measures suggest
that the clinical improvements resulted from a
greater ability to manage anger.” (10)
“Improvements were maintained at 4-month follow-
up, but this finding is based on a very small follow-
up sample and so provides only weak evidence for a
lasting effect of the intervention. The lack of change
for individuals in the control group supports the
assertion that change was due to participation in
the intervention.” (10)",,,,,,,,,,,,,,,,,
,,"A total of 57
participants (16
control, 41
intervention) provided
outcome data at Times
1 and 2, and were
included in the
analyses. The sample
analyzed included a
slightly higher
proportion of the
intervention group
(70%) than the control
group (62%). The
numbers recruited and
allocated within each
prison (with the
numbers included in
the analysis in
parentheses) were
maximum security, 25
(18); men, 23 (14);
women, 13 (10);
young men, 24 (15).",,,,,,,,,,,,,,,,,,,
"12) Pratt et al.
(2016)","Preliminary evaluation of
cognitive behavior suicide
prevention (CBSP) therapy to
high-risk prisoners
to reduce the likelihood of
self-inflicted deaths. Article
also considered how CBSP
therapy could be modified to
suit the demands and
requirements of the custodial
setting.
(Male high-security prison in
England)","All participants were
identified to be at
potential risk of
suicidal behavior, and
were aged 18 years
and over. CBSP
therapy was
implemented with
three male prisoners
deemed at risk of
suicide. The three
cases were selected
from a randomized
controlled trial.","4 - RCT: Limited by very
small sample size. The
delivery of CBSP was
modified in line with the
specific pragmatic and
contextual restrictions
and demands of a prison
setting. The change
methods within CBSP
were based on
established cognitive
behavioral
techniques that were
modified to specifically","The authors state that, “[a]lthough this is a small
and preliminary study, the findings demonstrate
that CBSP may offer achievable benefit to prisoners
experiencing suicidality. In terms of outcome, no
participants had engaged in suicidal behavior in the
6 months prior to follow-up. The rare occurrence of
recorded suicidal behavior throughout the course
of therapy for each client demonstrated the
importance of complementing this
observable outcome with a range of assessments
from across the suicide continuum. The
administration of clinical measures at pre-, post-
and follow-up assessments allows for a
consideration of the severity of suicidality and",,,,,,,,,,,,,,,,,
,,,"target the psychological
mechanisms underlying
suicide behavior. Delivery
of the intervention took
place over a 4-month
period with
each participant being
offered up to 20
individual sessions lasting
30 to 60 minutes,
typically delivered on a
once or twice a week
basis. (7)","distress experienced by the three case examples
compared to the broader prisoner population
context.” (19)",,,,,,,,,,,,,,,,,
"13) *Sacks et al.
(2008)","Challenge to Change
Modified Therapeutic
Community Program for
Women with mental health
and substance abuse
problems
(Colorado Department of
Corrections, Denver
Women's Correctional
Facility (DWCF))
Note: See Program
Description for the Challenge
to Change modified TC (p.
241-243). “Treatment
elements address the issues
of trauma and abuse,
relationships, education,
employment and parenting
that are integrated with the
woman's substance abuse
issues”. (242)","Randomized Control
Trial (RCT):314
incarcerated females
were randomly
assigned to one of two
treatment groups, a
Therapeutic
community
(experimental group,
n=163) or a standard
outpatient treatment
program (the control
group, n=151).
Note: “Eligibility
criteria required that
study subjects have:
(1) at least 6 months
(and no more than 24
months) remaining
until parole eligibility;
(2) a CDOC
Standardized Offender
Assessment (CDOC,
2004) score of 4 or","4 - Overall, a well-
designed RCT, but
Retrieval rate varied
across groups. Only
preliminary findings from
a modified TC.
After random assignment,
experimental group had a
higher % of individuals
with high school/GED
than controls (67.3 vs.
57.6), but NS. Self-report
data on pre-post-program
changes in psychological
symptoms, trauma,
substance use, and
criminal behavior, 6-
month follow-up.","No overall statistically significant differences on a
variety of short-term outcome measures, but the
preliminary results do appear to favor the modified
TC program. Researchers reported that “Outcomes
six months after their release from prison revealed
that women in both the E (TC) and C (IOP)
conditions improved significantly on all variables in
each of the four outcome domains (mental health,
substance use, criminal behavior, and HIV-risk),
reflecting the effectiveness of both treatment
conditions in affecting outcomes positively.” (254)",,,,,,,,,,,,,,,,,
,,"greater indicative of
serious substance
abuse problems
requiring substance
abuse treatment; and
(3) a security risk level
classification of
minimum, minimum-
restricted, or medium,
to permit participation
in treatment.” (237)
SMI: “The majority of
individuals were
diagnosed with major
depression [65%], with
other significant
diagnoses of PTSD
[43%], manic/
hypomanic [29%],
bipolar 1/11 [27%],
generalized anxiety
[30%] and ADHD
[10%].) On average,
the research cohort
had two Axis I mental
disorder diagnoses
according to the DIS-
IV. The average Beck
Depression Total score
was 18, which
indicates mild to
moderate symptoms
of depression.” (246).",,,,,,,,,,,,,,,,,,,
"14) *Sacks et al.
(2004)","Personal Reflections:
Modified Therapeutic
Community (MTC) Program
and Mental Health (MH)
Treatment in prison.","Randomized Control
Trial (RCT): 234 male
MICA (mentally ill
chemical abuser)
incarcerated","4 - RCT design with some
limitations due to
exclusion of crossover
cases receiving both MTC
and MH services, and","Extent of mental illness in target population: “Data
from the Diagnostic Interview Schedule…at baseline
revealed diagnoses of a lifetime Axis I mental
disorder for 78%, of an antisocial personality
disorder for 37%, and of a substance use disorder",,,,,,,,,,,,,,,,,
,"(Colorado Department of
Corrections, San Carlos
Correctional facility, Pueblo,
Colorado)","individuals were
randomly assigned to
either the MTC group
(n=142) or the MH
group (n=94); final
sample size dropped
due to the exclusion of
any crossovers,
resulting in a sample
size of 185 (92 MTC
and 93 MH subjects).
Outcome measures
included six crime
variables measured at
12 months post
release. Technical
violations not included
in recidivism
measures.
Target population:
incarcerated
individuals with co-
occurring disorders
serious mental illness
and chemical abuse
(MICA).","case attrition at aftercare
stage. Separate analyses
were conducted to
examine potential threats
to validity.","for 90% of participants. Nearly three-quarters (72%)
had used psychotropic medication in their lifetime,
while fewer than half (43%) were taking
psychotropic medications in the 6-month period
prior to incarceration. The Beck Depression
Inventory revealed mild to moderate current
symptomatology.” (489)
Recidivism: “Compared with the MH group, the
overall MTC group showed significantly lower rates
of reincarceration (controlling for age, age of first
incarceration, employment in last year, and number
of residences in the last year), and the MTC +
aftercare group showed significantly better
outcomes across a variety of crime measures.” (489)",,,,,,,,,,,,,,,,,
"15) Vannoy &
Hoyt (2004)","Evaluation of an anger
therapy intervention that
was developed for
incarcerated adult males. The
therapy was an extension of
cognitive-behavioral
approaches, incorporating
principles and practices
drawn from Buddhist
psychology.","Study was an
experimental design
with a wait-list control
group.
Inventories were
administered to both
the treatment and
control groups before
and after therapy. Two
rounds of data","4 - RCT with limitation of
small sample size. In their
discussion of statistical
power and effect sizes,
the authors indicate the
low number of
participants contributing
to an implied high Type II
error rate for the
findings.","“The treatment group showed moderate to large
improvement relative to the control group for three
of the five state and trait anger subscales, including,
present feelings of anger, present desire to
verbalize, and trait reactivity to anger-provoking
situations. Effect sizes for the anger scales
attempting to measure how anger is experienced
were all small.” (50)
In terms of clinical observations, the authors note:
“[a]lthough half of the participants were mandated",,,,,,,,,,,,,,,,,
,"(Midwestern state low-
security prison)","collection were
conducted.
Sample: Participants
were 31 incarcerated
adult males. Ages
ranged from 21 to 50.
The treatment group
(n = 16) in the analyses
reported below
includes 10 first-round
and 6 second-round
participants; the
control group (n = 15)
includes 14 first-round
and 1 second-round
participants.",,"to attend anger therapy, and might therefore have
been expected to be less motivated group
members, by the end of treatment it was usually
difficult to distinguish mandated from voluntary
participants.” (54)",,,,,,,,,,,,,,,,,
